Irradiance,Ambient_Temperature,Sun_Azimuth,Sun_Elevation,System_Power,System_Age,System_Status,Fault_Type
374,11.4,42.2,21.7,3094.78253596959,0.463824710685373,0,0
769,18.3,-2.6,53.3,4526.71022667192,8.76156016328204,0,0
24,8,-14.1,22.6,86.799740600206,5.54738061543165,0,0
249,15.9,-42.5,38.7,1349.73449960488,2.12137530990802,0,0
695,22.3,-3.4,60.1,4093.60398757168,2.40110547639152,0,0
342,16.3,-43,38.8,2231.03685328655,4.79713625077287,0,0
698,13,109.4,4.1,4428.33927460494,3.06177917350881,0,0
715,13.8,113.4,9.7,4368.90073270756,0.902339292932555,0,0
24,9.5,17.2,22.1,91.5160235366087,0.204987072760223,0,0
553,19.1,98.1,16.6,3490.96302166188,0.0944865501071728,0,0
45,2.1,-41.2,6.3,192.376586392261,7.27046457414213,0,0
671,25,93,7.8,4016.45988200049,12.0011184810028,0,0
356,23.1,64.3,45.6,1845.21367219839,1.25391141575025,0,0
404,28.1,-54.3,51.4,2194.24282694388,5.50454450186582,0,0
431,21.6,37.1,40.9,2516.25756477998,11.142438323143,0,0
163,10,-28.1,11.7,1433.46995070545,3.5024568173651,0,0
185,12.1,28.1,11.6,2169.48530344889,2.26843775430973,0,0
779,19.7,45.1,54.7,4510.83246220739,2.41298485637677,0,0
317,10.7,-43.2,13.7,3328.52850825294,0.604745957883671,0,0
203,1,38.1,13,1637.7716556117,0.88512782122302,0,0
21,13.2,14.3,15,75.6701061055884,1.3817172144289,0,0
144,7,42.3,21.8,769.766318938149,0.083724826230386,0,0
181,10.3,-41.2,6.3,1920.80846879034,4.47313717311519,0,0
34,7.2,-14,22.4,140.870382534852,1.14521013023305,0,0
29,8,-29.1,19,93.2504533383768,18.9479070369443,0,0
24,7.9,-29.1,19.2,86.2992439917191,6.0750194420412,0,0
290,27.4,40.4,50.4,1736.15229423188,5.56950520354369,0,0
497,14.5,42.2,21.7,3602.23413294496,1.63828870714887,0,0
676,23.9,78.2,38.4,4006.56161890576,3.0063315335463,0,0
504,18.6,73.4,34.8,3020.63304106062,2.82806342421889,0,0
37,4.4,37.6,6.7,158.205178974665,3.19723449330797,0,0
604,29.7,63.4,47.1,3493.4659499565,1.03788820291488,0,0
130,5.7,-14.3,15,1109.67887360499,0.449619182611603,0,0
689,23.1,109.3,7.6,4519.77140244412,2.13681768479925,0,0
185,13.6,45.6,12.1,1376.82385675671,0.42417250825373,0,0
483,13.9,-96.1,24.9,2689.29110685687,3.57538401038434,0,0
723,8.8,-4.6,42.5,4878.71825814776,1.679315973153,0,0
476,15.3,-67.2,38.8,2835.31946094685,0.841911663098252,0,0
634,4.4,34.1,38,4427.8503437001,2.41513709938739,0,0
599,16.3,68.3,26.2,5000,0.00620435417871999,0,0
470,17.8,81.1,17.3,3478.9858205354,2.84568464421884,0,0
253,18.9,109.3,7.7,1265.56730664348,4.44417530772645,0,0
326,21.4,21.3,59.8,1549.97019628933,10.1922608612716,0,0
644,9.8,59.1,39.7,4118.68103691569,0.651905973684748,0,0
200,10.4,-28.2,11.7,2184.43867377301,11.59557604404,0,0
785,19.2,-54.3,51.4,4939.40223611489,0.443626623753809,0,0
407,7.8,-6,20.7,3746.56069297944,2.27895572092971,0,0
296,11.6,-85.2,14.2,1861.37753859971,5.88337944388784,0,0
229,5.9,-3.2,15,2326.30078006395,0.929299720068895,0,0
97,13.8,28.2,11.7,543.50060598857,1.23876978414559,0,0
503,22,20.5,51.8,2892.13788420694,6.50754027943866,0,0
85,23.7,-33.1,57.8,386.855779012917,0.162556824580184,0,0
124,4.2,-43.1,13.6,636.453756640942,11.8037260716594,0,0
468,8.4,20.5,51.9,2943.01856617371,0.059432383496259,0,0
435,12.8,-34.4,29.3,3632.41063246597,4.2528462101918,0,0
361,12.8,-21.1,18.5,2902.94069640633,1.9458887771299,0,0
55,8,-17.2,13.3,260.012633390038,1.46822716995597,0,0
743,7,-95.4,1.3,5000,4.80009628965666,0,0
195,11.9,-14.2,15.1,2439.42247007107,0.11877021896325,0,0
425,13.4,42.2,21.7,2981.17070180376,4.58639597738117,0,0
117,-1.6,-78.1,0,595.17038927394,1.20751032558718,0,0
40,18.9,18.1,33.2,164.806568160005,1.28249905580733,0,0
342,14.1,86.2,22.2,1579.86578110522,12.9264616290021,0,0
195,12.9,-34.4,29.4,1066.04660857611,0.175987964968084,0,0
62,11.1,50.4,31.6,258.856139305795,7.8982117810876,0,0
703,9.8,-71.3,19.5,4726.34327413332,4.93038992065438,0,0
809,19.7,-30.1,57.3,4618.49442718496,3.90697470087573,0,0
186,12.5,-21.1,18.5,1481.90870450464,0.376651504698439,0,0
246,3.8,10.6,14.3,3203.81077212601,0.312249132568136,0,0
83,9.6,14.2,15,435.868241140826,3.65637007162238,0,0
40,18.9,18.1,33.2,164.181501475022,1.64405544872197,0,0
18,6.2,-3.2,15,57.9301147027102,6.043893122452,0,0
454,15.4,34.1,38,2641.99634957692,9.44701597162833,0,0
151,6.5,-28.2,11.7,1398.44496830635,0.900383892492691,0,0
15,7.9,41.2,6.4,42.2481464643036,0.0159080990010184,0,0
282,2.4,-6,20.7,2665.13030818245,0.922780622026728,0,0
658,19.2,-70.5,43.2,3982.44311376385,1.8249358525752,0,0
227,-5,-60.5,0.5,1859.51589723384,0.0181065439512336,0,0
345,4.4,50.2,23,3289.91488072789,2.16226904897209,0,0
544,19.8,-42.3,35.1,3558.2688038196,0.121524524764887,0,0
26,3.1,37.6,6.7,94.5203951188166,3.49953674125842,0,0
48,-1.7,-3.2,15,218.041060872205,4.96394240888413,0,0
345,10.7,-48.3,8,2497.4938584176,11.0468020985596,0,0
542,14.3,-24.3,44,3839.00750675546,12.1215870137751,0,0
751,21.7,90.5,29.2,4409.83511572863,4.45273795926705,0,0
71,8.5,24.5,11.5,367.656068969401,0.394109188449111,0,0
715,10.6,78.1,15.2,5000,7.73413206309237,0,0
194,5.8,-71.4,19.7,1026.26078349628,0.165531909193647,0,0
787,12.1,-96.1,25,4419.17163313043,6.48578445188551,0,0
206,9.7,0,16.2,2357.65110052307,5.58584168680435,0,0
614,20.4,-24.3,43.9,5000,1.24916390060806,0,0
386,6.2,-34.4,29.4,3567.11680459084,1.09499781655821,0,0
504,0.4,-66.1,8.6,4037.29872750248,4.52901068803154,0,0
752,15.5,73.5,31.4,4430.21716429062,10.2704736800096,0,0
617,13.6,34.1,38,4133.33413577483,1.88315147606444,0,0
260,21,-68.3,43.2,1303.96731001458,0.425483175024042,0,0
224,4,51.1,6.5,1814.46945619844,0.572651122954988,0,0
63,10,27.1,27,275.168004615846,6.62869856011948,0,0
308,13.7,-17.5,33.5,2416.48160071379,0.511324944568413,0,0
792,21.7,45.2,54.7,4049.84464752285,16.0401600306575,0,0
861,16.6,-68.4,43.3,5000,3.03045530616936,0,0
364,19.3,113.4,9.6,1874.04322834737,0.961928320259154,0,0
263,8.7,-49.4,22.9,2007.1917451835,1.35072528988758,0,0
690,14.7,89.6,5.9,5000,0.920467700659888,0,0
345,9.1,58.4,4.8,3606.56406748963,0.323404304774772,0,0
168,11.9,-34.4,29.4,898.425906266316,0.623291018788222,0,0
422,9.8,-72.5,23.3,2841.69027400032,2.90324942712608,0,0
645,16.9,68.6,6.6,5000,0.0776286733364438,0,0
116,2.4,-14.2,15,810.860064648092,15.6779811892378,0,0
720,20.7,-31,52.9,4721.52463788008,0.781880968751554,0,0
68,3.2,-3.2,15,345.003067510472,1.56578298771552,0,0
256,8.4,27.1,27.2,1518.41273231024,0.984857970738755,0,0
131,12,-28.2,11.6,1047.13996966761,3.99337555169951,0,0
74,9.5,14.3,15.1,372.975885271672,1.72311965922269,0,0
303,-2.1,38.1,13,2978.81143438904,0.353090002634466,0,0
338,-1.8,-35.2,14.2,3305.02631157596,4.32077885375198,0,0
78,8,-14.1,22.5,360.445478477889,6.93035630308858,0,0
550,21.9,23.3,58.5,3147.63821366423,2.48572991387429,0,0
683,13.1,-4.5,42.8,4750.05831743668,0.451843239763332,0,0
387,16.8,18.1,33.3,3051.51356862179,3.7044626345221,0,0
407,17.1,-94.2,25.1,2022.19033258347,13.1282426283458,0,0
808,13.7,-70.5,43.2,4753.82049321025,2.88927156071605,0,0
410,10.8,-58.5,31.5,2824.1089455434,0.644755597086614,0,0
181,15.1,-85,14,912.796094515447,0.28704843375779,0,0
505,8.9,80.6,0,4094.21525867091,0.790798988281046,0,0
302,19.1,113.4,9.7,1512.58043076571,3.71718329535266,0,0
341,9.7,-49.4,22.9,2726.70821347003,2.18177415395486,0,0
549,11.6,-43.1,38.9,4318.64370251803,2.5247972014996,0,0
52,11.6,-53.2,16.5,226.539905435472,1.71556282896899,0,0
160,11.2,-28.1,11.7,1575.40773690522,5.32917348145775,0,0
396,27.5,109.3,7.6,2201.65800811556,5.66956671732849,0,0
482,18.9,-80.5,29.9,2974.79532475216,3.46217786726748,0,0
23,8.6,-14.2,15,83.4318805354429,4.07999443717237,0,0
785,22.2,90.5,29.2,4960.74665223412,0.0488992093614515,0,0
375,6.6,-78.1,0,2445.77385101444,8.07536910835002,0,0
43,9.9,10.6,14.3,189.16988101789,2.8736710102181,0,0
348,17.2,-67.2,38.8,1794.34072201227,1.89349464864531,0,0
650,12.7,-24.4,40.2,4754.07982434188,4.86437654042347,0,0
337,7.3,51.1,6.7,3581.88572659264,4.0284943051612,0,0
560,15.8,-67.2,38.8,3609.77222555563,0.524614312599236,0,0
229,7.8,37.6,6.7,2328.35352074805,0.850124901010528,0,0
137,18.1,86.2,25.7,643.340078678429,4.15055974968683,0,0
521,18,50.1,22.7,4230.44705558752,3.58823861103832,0,0
127,11.3,24.5,11.5,1030.70639091326,2.29362843416442,0,0
603,16.9,-104.3,11.6,4125.89622803609,0.214297170661732,0,0
29,7,-14,22.4,112.77091974536,2.14062119936093,0,0
180,6.5,45.6,12.1,1407.44507305992,3.74334196274998,0,0
804,9.9,78.1,15.2,5000,8.60515159962739,0,0
468,12,-72.5,23.3,3407.97766181351,1.88048293252237,0,0
721,21,86.3,25.8,4606.25615705726,1.74432144710978,0,0
432,13.6,-4.6,42.6,2610.57286781181,10.4912129910652,0,0
649,23.9,64.3,45.6,3767.97463993798,1.06918768523617,0,0
237,14.6,18.2,33.4,1810.9520162292,0.196412531240998,0,0
186,18.9,37.1,40.6,989.344043997281,0.345712100567774,0,0
42,4.6,58.4,4.8,179.417161399626,2.23912862897492,0,0
710,17,124.3,3.2,4122.42183324554,3.2758445058749,0,0
582,20.6,17.4,44.9,4549.5922951701,4.55085831039416,0,0
194,10.8,38.1,13,1137.9417759328,2.41790583374111,0,0
804,14.7,41.5,47,5000,1.02805483674588,0,0
83,6.3,-60.5,0.6,403.658983959978,2.36895110721102,0,0
359,19.2,23.3,58.6,1853.22655275892,2.28566364165501,0,0
795,16.9,-67.2,38.8,5000,0.912731803527396,0,0
62,0.3,-41.2,6.3,308.119495368822,2.01585210110855,0,0
120,11.4,37.6,6.7,688.76274771289,2.66973754217584,0,0
46,-0.3,-78.1,0,203.065890414995,1.24152107234158,0,0
189,8.8,-34.4,29.4,987.590474743092,9.30187995754931,0,0
248,18.4,0.1,34.7,1757.37829342452,2.19789820128029,0,0
793,24.5,73.4,34.9,4933.43703804395,6.77397857740094,0,0
740,17,-51.4,51.3,4318.75824228167,4.13141775633899,0,0
800,22.3,45.1,54.7,4849.93869973923,0.15177563417714,0,0
191,7.8,34,37.8,993.993160557505,0.651049022820723,0,0
528,13.3,-53.2,16.5,4327.9491595377,2.09198149681437,0,0
342,13.7,98,13,1812.65661851695,0.493640656989253,0,0
167,11.9,28.1,11.6,1784.26541045792,0.363813198009993,0,0
487,16.1,-94.1,25.1,2805.46932600363,1.34179097447481,0,0
52,6.4,38.1,13,242.595622396887,0.320569910891378,0,0
583,12.2,69,6.7,4671.82913657378,2.72528433012933,0,0
448,1.4,-58,28.1,2860.84275451582,1.60523830999083,0,0
174,6.2,69,6.7,954.564651784865,1.75208172759165,0,0
544,13.3,90,6,3811.88873037207,0.447036781167518,0,0
445,19.3,78.2,38.4,2685.0938228882,1.40817932263609,0,0
214,9.2,-6.4,30.5,1141.51524310646,3.95466838515637,0,0
253,21.2,40.4,50.4,1302.03613449939,1.83826160227074,0,0
65,14.5,18.2,33.1,293.213873596737,3.42464499986557,0,0
516,7.1,-76.5,29,3039.01744235081,5.51448624198241,0,0
430,15.4,102.3,18.5,2460.02549770125,3.57296546581842,0,0
241,4,10.6,14.4,2827.03631541315,7.70918676715412,0,0
428,18,-93,20.7,2644.09919801392,2.03950674205591,0,0
778,11.8,-107.2,16,4564.84801515023,4.45747875303298,0,0
551,17.8,98,13,3248.41479108571,1.33454348964479,0,0
472,15.6,-116.4,7.5,2811.79678942721,0.258053047263987,0,0
510,20.4,98.1,16.6,3196.17408796221,1.29995861520518,0,0
475,10,27.1,27.2,3914.58786834037,0.739824629821045,0,0
20,8.1,41.2,6.3,67.9469909229404,2.01436592391272,0,0
297,15,-105.3,16,1532.203326544,0.529973527863711,0,0
185,4.8,-41.2,6.4,2216.00102010749,0.664170133348962,0,0
124,8,-28.2,11.6,1023.85893379978,1.92706292149549,0,0
331,14.4,-116.4,7.4,1658.62930446249,3.76068743188894,0,0
473,7.7,-66.1,8.6,3235.70171735642,4.32576074961594,0,0
45,1.8,28.1,11.6,207.302203552368,0.434605671283619,0,0
445,19.3,21.2,59.8,2696.40763470888,0.984460450605775,0,0
143,6.2,0,16.1,1234.38825168748,2.65222962030981,0,0
194,3.8,-83.6,10.7,877.515739318885,14.2142220275263,0,0
340,17.7,-30.2,57.4,1765.06218938619,0.495834087796371,0,0
436,26.5,102.3,18.4,2462.89467289985,1.40642294384101,0,0
142,4.4,51.1,6.7,770.420832145739,4.32897388667056,0,0
378,12.4,-49.4,22.9,2937.44255965041,4.60279343614517,0,0
593,19,-24.4,40.2,3787.27738828407,2.36513884843532,0,0
113,4.2,-43.4,3.9,702.061026836428,0.537847081354016,0,0
33,-5.5,37.6,6.7,138.981204192592,1.8305299640196,0,0
379,1.1,-66.1,8.7,2815.33187049121,9.53699680720236,0,0
57,4.1,63.1,0,257.943197788247,5.47643744285252,0,0
836,16.6,113.1,11.3,4972.71787718748,3.93688718834836,0,0
174,15.5,-49.5,23,837.334556967821,12.4791640620126,0,0
460,18.9,-89.2,19.9,2524.48636318329,7.14300309015287,0,0
73,5.3,9.1,20.6,334.832600398291,7.60624003242877,0,0
740,14.4,-82.1,34.3,4443.48042185009,1.52189256093218,0,0
240,12.3,-3.2,15,2403.25964984371,9.42167774305178,0,0
662,13.9,-92.6,20.7,4425.84264596697,0.94815387955914,0,0
312,7.5,-23.3,28,2067.18405075634,4.00356576680314,0,0
426,20.6,-54.3,51.4,2469.62388619758,1.22118876885913,0,0
560,17.9,98.1,16.6,3469.89963806201,4.04583356169033,0,0
210,8,10.6,14.3,2313.41464615074,5.1668861738708,0,0
20,4.4,-41.2,6.4,68.6276306781625,1.10985999021729,0,0
378,4.9,10.3,30,2741.01479340977,14.3919160214471,0,0
368,10.2,-35.2,14.1,3170.74575589077,3.57234985116478,0,0
169,3.3,-35.2,14.3,966.213333753858,6.41755880413449,0,0
505,15.6,20.5,51.9,3017.06260534246,0.327283876160181,0,0
432,26.3,18.1,55,2614.3654128745,3.10822188422952,0,0
837,24.6,59.1,39.8,5000,4.43749148312297,0,0
683,8.3,-71.3,19.8,4738.35154432878,0.677137883330301,0,0
221,9.3,28.2,11.7,2456.46177823956,0.335393223168146,0,0
191,7.3,17.2,22,1561.3677581096,7.36424941363323,0,0
75,15.8,0.1,34.9,355.488622660016,0.0889044302141881,0,0
180,2.5,24.1,17.9,1369.52861280766,0.246294449721121,0,0
262,19.2,-31,52.7,1215.64115944887,11.5842968433851,0,0
691,20.3,17.4,45,4907.00531830471,0.514682436095543,0,0
737,19.5,-30.1,57.4,4299.89846558437,1.63183629685465,0,0
138,11.4,-59,31.7,696.990562676025,0.749743861748157,0,0
118,5.2,-28.2,11.7,919.500783107602,2.97151291060969,0,0
115,10.8,65.2,23.9,533.895646258386,6.68718053160915,0,0
578,17.1,18.2,33.4,5000,1.54990195312003,0,0
417,12.2,10.3,29.9,2692.99955041034,8.80957301379311,0,0
825,13.5,-96.1,24.9,5000,1.56496018371591,0,0
821,24.1,124.3,3.2,4901.65430107757,0.978759705840054,0,0
787,13.5,-84.2,34.2,4739.88230693859,0.374937772426088,0,0
428,14.8,-3.3,46,3014.41072908356,0.933804539114119,0,0
272,-0.9,-60.5,0.5,2482.3190584733,3.13311013075195,0,0
355,19.9,124.3,3.2,2087.36831649862,0.410846397099488,0,0
683,16.9,-96.5,4.8,4549.18480273079,4.21965675731514,0,0
426,18.1,-80.5,29.8,2364.39486759393,10.1604528823868,0,0
186,5.2,69,6.7,1048.6506430159,1.82197912177492,0,0
703,16.3,102.1,20.1,4443.95882375915,0.41587919601361,0,0
139,-0.1,28.1,11.6,1323.35814756731,0.0348828486696137,0,0
414,10.7,-49.4,22.9,3065.5419492388,9.06921026895112,0,0
474,10.8,-23.3,27.9,3418.81302073504,4.45837133928827,0,0
172,6.2,-35.2,14.2,1335.93092300034,2.60459236378727,0,0
308,19.6,37.1,40.8,2093.58911529048,1.80863609640358,0,0
916,30.2,102.3,18.4,5000,4.6779492792838,0,0
711,8,-57.6,28.2,4964.65427039523,0.796547946716974,0,0
479,17.6,59.1,39.8,2863.08600872721,0.770563377886461,0,0
281,8.1,17.2,21.9,3159.44917025009,2.97962195837545,0,0
737,13.9,-2.6,53.1,4468.53490145923,1.48223282803544,0,0
101,10.9,46,12.4,517.607724110099,2.57664305915183,0,0
137,13.9,37.6,6.7,838.33436573799,0.982379835460661,0,0
44,7.8,24.5,11.5,191.794959239149,2.1223083511792,0,0
753,17.3,-118.2,7.4,4277.1216915663,4.99890020722414,0,0
459,4.8,56.1,14.7,3646.52206349755,2.77683062580699,0,0
111,7.7,46,12.3,644.45707961097,1.66600534609588,0,0
152,2.7,-29.1,19.1,1316.54276604036,3.61612258309575,0,0
554,12.5,97.6,12.9,3383.95009991094,2.23334793324748,0,0
61,13.3,10.6,14.4,281.441825165625,4.05966931097532,0,0
753,17.3,-118.2,7.4,4434.69557679938,1.61676317422139,0,0
143,6.6,28.1,11.6,1265.67840489532,0.461127315917303,0,0
627,16.5,-42.3,35.2,4408.74128512271,0.80397091957212,0,0
43,6,-63.2,15.2,181.35527271541,4.70045291519206,0,0
436,15.5,35.1,28.9,3747.19222096659,6.46558942088161,0,0
300,9.5,-100.5,10.7,1413.39521274962,9.90295292954444,0,0
761,11.5,-112.3,1.9,4561.85262897011,3.35464143095187,0,0
653,20.4,78.5,36.7,3783.82706105804,0.17748785693766,0,0
212,-4.6,-48.3,8.1,1788.54367615095,2.27581813334418,0,0
102,4.5,-63.2,15.2,519.298671051766,0.906741892854696,0,0
667,8.9,-85.1,14.1,5000,0.337605964848333,0,0
435,18.8,109.3,7.6,2617.75315845141,1.19549481028644,0,0
624,12.2,-4.6,42.5,4447.52136322002,1.92816828427803,0,0
347,23.6,-70.5,43.2,1688.2268082092,9.47216764634438,0,0
277,4,-53.1,16.3,1542.02607289828,1.9463313198055,0,0
151,10.4,-43.1,13.5,1245.69227952516,0.0510114618665543,0,0
276,7.5,58.5,5,2687.50420164677,0.0995443267293231,0,0
558,7.9,-53.1,16.4,4450.1786003393,1.56886411588413,0,0
646,24,-3.4,60,3620.29295294329,4.99979794583064,0,0
377,5.6,56.1,14.7,2647.46444116913,6.31089094495313,0,0
537,7.4,-6.4,30.2,4076.76297982501,4.61445622733135,0,0
307,7.3,35.1,28.9,2393.9080569848,2.00978879775441,0,0
173,12.9,-49.6,23.1,901.316604406167,3.43435965533906,0,0
153,12.9,28.2,11.7,1391.75145994823,1.05599315990822,0,0
555,16.5,102.3,18.4,3135.77114140385,4.91293169790897,0,0
283,14.6,24.1,17.9,2223.42886119493,2.3676445893862,0,0
594,22.3,-68.4,43.3,3439.11372638427,0.112022250031471,0,0
501,17.7,41.5,47,2856.18346532719,3.49078966157919,0,0
182,4.6,-43.4,3.9,1709.44868632945,10.7446505259367,0,0
248,22.3,78.2,38.4,1284.17660742105,0.490516220661458,0,0
825,21.5,63.4,47.2,4770.90294472597,9.92768439531993,0,0
113,16.7,-70.5,43.2,523.788314214835,2.05834467279576,0,0
70,5.1,-28.2,11.6,357.631561678824,1.67177455215931,0,0
793,14.4,109.3,4,4543.58000491612,5.56500784377409,0,0
193,-0.4,-48.3,8,1529.89060154212,0.398294855105855,0,0
354,11.6,90.1,6,2312.70743855827,1.37774328301596,0,0
493,9.9,-83.5,10.5,2929.36318137128,7.77725923570531,0,0
247,13.1,-23.3,27.9,1374.40481953193,1.74564533891771,0,0
274,-3.1,-48.3,8.1,2498.80705994394,6.26978085126079,0,0
533,21.3,113.1,11.3,3051.55738957507,1.95461581111611,0,0
582,5.4,-71.4,19.7,3916.17391382921,1.49171261933951,0,0
341,15.1,78.5,36.9,1804.64884049551,0.585409967716918,0,0
422,4,9.1,20.5,3854.68317556391,5.81289571603952,0,0
650,15.3,50.4,31.7,5000,0.129868236430836,0,0
760,18.1,-67.1,38.7,4883.53925260123,1.16704960380755,0,0
415,17.4,-49.5,23,3378.05612558936,4.16568494098962,0,0
877,22.9,90.4,29.2,5000,0.100401283444943,0,0
735,-0.9,-95.5,1.6,5000,0.72900529409297,0,0
118,17.8,-17.5,33.3,603.848605984923,0.280633121725169,0,0
695,26.9,40.3,50.2,4656.99771813599,2.71235549256855,0,0
230,16.1,-3.4,60,1109.90451798864,5.30896752050068,0,0
328,20.4,59.2,39.9,1767.52661081526,0.528513700167293,0,0
390,9.2,-39.1,23.3,2638.43640304016,7.06840253260125,0,0
22,3.3,-3.2,15,82.0426034332434,0.00813313673974138,0,0
270,4.3,24.5,11.5,3142.75116527567,1.64897123339801,0,0
636,19.6,-96.1,25,3672.82476554608,4.42114393419341,0,0
485,9.7,-83.5,10.5,3313.86290568059,0.0895132671908463,0,0
306,15.3,56.1,14.7,2040.62637357007,1.30605048285832,0,0
156,19.6,78.2,38.4,743.466460719671,2.88513390337282,0,0
392,21.9,-67.1,38.7,2349.84631148134,1.55633523044473,0,0
330,14.4,80.4,0,2281.14408791292,0.564135903935747,0,0
571,15.8,93,7.9,4270.47835852554,3.7635856032613,0,0
181,8.8,1.4,23.5,1377.09040507026,2.09422791738104,0,0
121,6.2,-66.1,8.5,602.954507860423,2.36748780354177,0,0
422,17.1,53.6,34.3,2809.21964378096,3.66009553218037,0,0
583,13.3,27.1,27.2,4767.28938593102,0.829715537322654,0,0
744,25.9,90.5,29.3,4273.22199117427,5.72351411220965,0,0
761,22.8,64.3,45.6,4261.98789710147,3.06443117122988,0,0
174,20.4,63.5,15.1,904.564323495716,4.84095688855095,0,0
81,4.3,-43.1,13.6,405.549600203933,1.00063755383438,0,0
429,18.2,-17.5,33.3,3589.13642559928,0.162585165203749,0,0
552,16,23.3,58.5,3269.21829435953,0.404170559388718,0,0
820,18.9,23.3,58.6,4788.43961601015,3.73038434007987,0,0
418,4.6,-6.4,30.3,3318.76714163219,8.65263224334515,0,0
185,7.9,-49.6,23.1,1040.24359764406,3.50813105213379,0,0
753,26.2,78.2,38.4,4079.53294260817,9.90980797895579,0,0
56,0,0,16.2,253.855954849766,6.48424199411798,0,0
348,13,35,29.1,3224.95654404667,1.14140317408841,0,0
367,6,-42.3,35,2096.5612908334,1.47992922012478,0,0
465,13.1,50.2,23,3993.65948388031,1.03639517345382,0,0
52,5.4,-6,20.6,225.737426790031,7.0617253917701,0,0
420,6.3,27,26.9,3551.5168937531,1.91113725050948,0,0
581,13.3,-85,14,3780.04772861452,4.13620710453849,0,0
21,5.9,24.5,11.5,73.1146684222161,5.82403409223376,0,0
305,12.6,32.1,18.1,3347.85086838494,1.69142832890405,0,0
18,2.6,-41.2,6.4,57.7882640587812,1.54557729188667,0,0
22,2.9,10.6,14.4,78.6412991414678,3.89460261294549,0,0
257,12.9,80.5,0,1444.07295668987,0.346027038982474,0,0
552,18.3,46.3,53.1,2999.67074607532,9.82388381365518,0,0
353,16.2,-57.6,28,2133.63281214843,4.64897259731987,0,0
505,16,41.5,47,3025.82589115281,0.0708261061407685,0,0
151,6.7,-14.2,15.1,1389.34031328118,1.51623054084314,0,0
401,10.3,24.1,17.9,3408.3175941027,7.89484883518904,0,0
788,15.6,109.3,4,4775.75498124968,1.37253360515035,0,0
325,18.1,-51,46.7,1730.9236809795,0.781227561223993,0,0
111,12.7,-3.2,15,625.467433145007,0.309730739530841,0,0
486,19.4,78.5,36.8,2821.96837754054,2.68922164849069,0,0
108,6.2,-3.2,15,570.024162115675,4.85016991775216,0,0
148,4.6,37.6,6.7,1235.19024326219,3.06229424737362,0,0
94,10.2,-116.4,7.4,410.055741877806,6.67585148957166,0,0
208,2.9,-14.3,14.9,2423.20307879966,5.71762217367747,0,0
437,18.5,53.5,34,3342.11530514632,2.05756222190381,0,0
752,15.5,73.5,31.4,4953.52451632235,0.175858127828624,0,0
126,18.1,18.1,33.3,659.854291977399,0.687703014060036,0,0
704,24.1,40.4,50.4,4878.79258417119,3.23840307914529,0,0
359,5.4,-66,8.4,2478.58726504363,2.60572683900845,0,0
275,8.2,-29.1,19.1,2665.41409661007,14.1074821201744,0,0
312,11.7,-23.3,28.1,2140.63128190227,1.66246981263726,0,0
173,25.3,113.1,11.3,832.44654517782,0.554073096700633,0,0
267,3.8,-21.1,18.5,2609.99136510241,0.0766198817604362,0,0
761,19,65,23.8,5000,1.86180859808217,0,0
265,2.6,-43.1,13.6,3189.70454760039,1.62001848757409,0,0
89,14.7,-49.4,22.9,426.944317086156,0.177210696010633,0,0
306,14,-6.4,30.2,1960.56814791108,4.71152545428377,0,0
737,18.4,64.3,45.5,4228.21741364852,3.09565701263136,0,0
677,20.3,50.3,31.6,4649.8031527397,4.87682156957272,0,0
103,5,14.3,15.1,566.886515389724,3.19224696524704,0,0
227,8.8,-29.1,18.9,2244.33648016907,4.56593288154322,0,0
329,15.7,-85.2,14.2,1794.29544322188,1.21964110949588,0,0
18,0.1,-43.4,3.9,61.4351643812251,0.85996139330671,0,0
272,4.5,38.1,13,2542.98025523811,0.868877303962623,0,0
45,12.4,41.2,6.4,193.653820434229,4.434201373368,0,0
191,17,-67.1,38.7,907.537023882566,4.09017574674767,0,0
211,5.7,-21.1,18.6,1785.90840071528,1.45697628559534,0,0
583,5.9,-66.1,8.6,4620.92108163445,3.61095586864344,0,0
528,18,-6.4,30.4,4328.10672755012,2.11304186242494,0,0
403,16.8,64.3,45.6,2298.57124579838,2.02892987471978,0,0
378,-1.2,-35.2,14.1,3027.86161020231,8.83829043397075,0,0
757,23.6,102.1,20.1,4656.45431710791,0.597025554531126,0,0
458,10.8,0.1,34.7,3604.20619641307,3.6337063668022,0,0
533,20.5,-33.1,57.8,3029.44865874432,2.65639813057889,0,0
821,17.6,-76.6,29.1,5000,4.13855317828772,0,0
75,6.5,35.1,29.2,339.276797077287,7.38490391959196,0,0
743,14.8,34,37.8,4965.1139058353,10.7486170520515,0,0
33,8.5,32.1,18,137.611844695214,0.59116594650321,0,0
435,21.3,73.4,34.9,2584.1497379328,2.39507760600831,0,0
50,11.1,27,26.9,204.198421151364,7.95808741784032,0,0
310,18.7,86.3,25.8,1666.76619679078,0.941766196816846,0,0
393,18.6,53.5,34.1,2642.22943050772,1.88058280880255,0,0
64,7.1,-3.2,15,300.039674066508,5.25727228699585,0,0
345,10.7,-48.3,8,2793.93832198852,1.05573457181437,0,0
787,14.8,-70.5,43.2,4723.83518255542,0.672118679781256,0,0
361,15.4,-85,14,2266.84145390204,0.246913861319675,0,0
401,10,51.1,6.6,3502.39556132695,5.50952685032347,0,0
393,13.6,51.1,6.5,3458.07578017304,2.35160283919938,0,0
